ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E9],E14],E18],E20],E22],E24],E26]	2	11	2->4->6->7->8->9->10->11	,2,4,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E18],E20],E22]	1	9	1->2->3->5->6->7->8->9	,1,2,3,5,6,7,8,9,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E18],E20],E23]	1	10	1->2->3->5->6->7->8->10	,1,2,3,5,6,7,8,10,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E19],E24],E26]	1	11	1->2->3->5->6->9->10->11	,1,2,3,5,6,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E9],E14],E18],E20],E22],E24]	1	10	1->2->4->6->7->8->9->10	,1,2,4,6,7,8,9,10,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E9],E14],E18],E20],E22],E25]	1	11	1->2->4->6->7->8->9->11	,1,2,4,6,7,8,9,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E9],E14],E18],E20],E23],E26]	1	11	1->2->4->6->7->8->10->11	,1,2,4,6,7,8,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E5],E11],E16],E18],E20],E22],E24]	1	10	1->3->5->6->7->8->9->10	,1,3,5,6,7,8,9,10,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E5],E11],E16],E18],E20],E22],E25]	1	11	1->3->5->6->7->8->9->11	,1,3,5,6,7,8,9,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E5],E11],E16],E18],E20],E23],E26]	1	11	1->3->5->6->7->8->10->11	,1,3,5,6,7,8,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E11],E16],E18],E20],E22],E24],E26]	3	11	3->5->6->7->8->9->10->11	,3,5,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E1],E8],E11],E16],E18],E20],E22],E24]	0	10	0->2->3->5->6->7->8->9->10	,0,2,3,5,6,7,8,9,10,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E1],E8],E11],E16],E18],E20],E22],E25]	0	11	0->2->3->5->6->7->8->9->11	,0,2,3,5,6,7,8,9,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E1],E8],E11],E16],E18],E20],E23],E26]	0	11	0->2->3->5->6->7->8->10->11	,0,2,3,5,6,7,8,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E1],E9],E14],E18],E20],E22],E24],E26]	0	11	0->2->4->6->7->8->9->10->11	,0,2,4,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E8],E11],E16],E18],E20],E22],E24],E26]	2	11	2->3->5->6->7->8->9->10->11	,2,3,5,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E18],E20],E22],E24]	1	10	1->2->3->5->6->7->8->9->10	,1,2,3,5,6,7,8,9,10,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E18],E20],E22],E25]	1	11	1->2->3->5->6->7->8->9->11	,1,2,3,5,6,7,8,9,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E18],E20],E23],E26]	1	11	1->2->3->5->6->7->8->10->11	,1,2,3,5,6,7,8,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E9],E14],E18],E20],E22],E24],E26]	1	11	1->2->4->6->7->8->9->10->11	,1,2,4,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E5],E11],E16],E18],E20],E22],E24],E26]	1	11	1->3->5->6->7->8->9->10->11	,1,3,5,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E1],E8],E11],E16],E18],E20],E22],E24],E26]	0	11	0->2->3->5->6->7->8->9->10->11	,0,2,3,5,6,7,8,9,10,11,
ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[ReachPath[E4],E8],E11],E16],E18],E20],E22],E24],E26]	1	11	1->2->3->5->6->7->8->9->10->11	,1,2,3,5,6,7,8,9,10,11,
